SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
AC-0000721,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,LED2068 12 volts direct current 9.6 watts per meter 4000K CRI90 5 - Per linear foot price,,LIGHTING,6.822,7.504,26.265,LOOX,EA,AC,HAFELE,833.74.364,4,1,0,0,0
AC-0000722,"LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG","LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG","LOOX 3-Way distribution box, 12v, plastic, black, 20 AWG",,LIGHTING,7.19,7.909,27.682,LOOX,EA,AC,HAFELE,833.74.751,4,1,0,0,0
AC-0000723,Robe Hook O.R.B,Robe Hook O.R.B,Robe Hook O.R.B,,ACCESSORY,1.52,1.672,5.016,,EA,AC,HAFELE,845.01.300,4,1,0,0,0
AC-0000724,Wardrobe Lift Chr PL- 21in-27in,Wardrobe Lift - 21in-27in,Wardrobe Lift - 21in-27in,,ACCESSORY,67.91,74.701,224.103,,EA,AC,HAFELE,805.31.201,4,1,0,0,0
AC-0000725,Wardrobe Lift Chr-PL - 27in-36in,Wardrobe Lift - 27in-36in,Wardrobe Lift - 27in-36in,,ACCESSORY,68.92,75.812,227.436,,EA,AC,HAFELE,805.31.202,4,1,0,0,0
AC-0000726,Wardrobe Lift Chr-PL - 35in-48in,Wardrobe Lift - 35in-48in,Wardrobe Lift - 35in-48in,,ACCESSORY,69.99,76.989,230.967,,EA,AC,HAFELE,805.31.203,4,1,0,0,0
AC-0000727,"Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 60lb cap, 34""-48"" W",,ELECTRIC WARDROBE LIFT,514.28,565.708,1414.27,,EA,AC,HAFELE,805.32.254,4,1,0,0,0
AC-0000728,"Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Chr Arm 70lb cap, 29""-48"" W",,ELECTRIC WARDROBE LIFT,820.26,902.286,2255.715,,EA,AC,HAFELE,805.32.262,4,1,0,0,0
AC-0000729,"Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W","Wardrobe Lift Electric, 110v, Blk Arm 70lb cap, 29""-48"" W",,ELECTRIC WARDROBE LIFT,820.26,902.286,2255.715,,EA,AC,HAFELE,805.32.362,4,1,0,0,0
AC-0000730,"Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""","Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""","Wardrobe Lift, Chr-PL 35 1/16"" - 47 5/8""",,MANUAL WARDROBE LIFT,69.99,76.989,230.967,,EA,AC,HAFELE,805.31.223,4,1,0,0,0
AC-0000731,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 5' 10 7/8""Hndl",,MANUAL WARDROBE LIFT,16.61,18.271,54.813,,EA,AC,HAFELE,805.31.295,4,1,0,0,0
AC-0000732,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia 5' Hndl",,MANUAL WARDROBE LIFT,13.13,14.443,43.329,,EA,AC,HAFELE,805.31.296,4,1,0,0,0
AC-0000733,"Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl","Steel Rod for Wardrobe Lift, Chr-PL 5/8"" dia, 4' hndl",,MANUAL WARDROBE LIFT,11.52,12.672,38.016,,EA,AC,HAFELE,805.31.297,4,1,0,0,0
AC-0000734,Key - Magnetic Lock,Key - Magnetic Lock,Key - Magnetic Lock,,LOCK,8.96,9.856,49.28,,EA,AC,LOUIS,RURL202,4,1,0,0,0
AC-0000735,LATCH FINGER CHROM 245.74.200,LATCH FINGER CHROM 245.74.200,LATCH FINGER CHROM 245.74.200,,ACCESSORY,1.934,2.127,6.382,,EA,AC,HAFELE,245.74.200,4,1,0,0,0
AC-0000736,Lock - Magnetic,Lock - Magnetic,Lock - Magnetic,,LOCK,6.61,7.271,36.355,,EA,AC,LOUIS,RVRL201,4,1,0,0,0
AC-0000737,Velvet Liner - Burgandy,Velvet Liner - Burgandy,Velvet Liner - Burgandy,,JEWELRY LINER,1.63,3.26,6.52,,SF,AC,OCTOBER,0,4,1,0,0,0
AC-0000738,Velvet Liner - Black,Velvet Liner - Black,Velvet Liner - Black,,JEWELRY LINER,1.63,3.26,6.52,,SF,AC,NOVEMBER,0,4,1,0,0,0
AC-0000739,Velvet Liner - Sterling Grey,Velvet Liner - Sterling Grey,Velvet Liner - Sterling Grey,,JEWELRY LINER,1.63,3.26,6.52,,SF,AC,DECEMBER,0,4,1,0,0,0
AC-0000740,Jewelry 21in Sterling Grey,Jewelry 21in Sterling Grey,Jewelry 21in Sterling Grey,,JEWELRY INSERT,27.09,33.863,59.259,,EA,AC,OCTOBER,CLA51706-1813-01,4,1,0,0,0
AC-0000741,Jewelry 21in Sterling Grey Slider,Jewelry 21in Sterling Grey Slider,Jewelry 21in Sterling Grey Slider,,JEWELRY INSERT,31.49,39.363,68.884,,EA,AC,OCTOBER,CLAAT200-1806-04,4,1,0,0,0
AC-0000742,Jewelry 24in Sterling Grey,Jewelry 24in Sterling Grey,Jewelry 24in Sterling Grey,,JEWELRY INSERT,29.21,36.513,63.897,,EA,AC,OCTOBER,CLA51706-2113-01,4,1,0,0,0
AC-0000743,Jewelry 24in Sterling Grey Slider,Jewelry 24in Sterling Grey Slider,Jewelry 24in Sterling Grey Slider,,JEWELRY INSERT,31.49,39.363,68.884,,EA,AC,OCTOBER,OCTAT200-2106-21,4,1,0,0,0
AC-0000744,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 18x14x21.5,,HAMPER BASKET,83.33,91.663,206.242,,EA,AC,HAFELE,807.52931,4,1,0,0,0
AC-0000745,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 24x14x21.5,,HAMPER BASKET,95.91,105.501,237.377,,EA,AC,HAFELE,807.52.933,4,1,0,0,0
AC-0000746,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,LAUNDRY HAMPER FULL EXT Matt Alum 30x14x21.5,,HAMPER BASKET,110.53,121.583,273.562,,EA,AC,HAFELE,807.52.935,4,1,0,0,0
AC-0000753,"16"" x 29"" x 6"" (6H) CANVAS LINER","16"" x 29"" x 6"" (6H) CANVAS LINER","16"" x 29"" x 6"" (6H) CANVAS LINER",,CLOSET BASKET,10.49,11.539,23.078,,EA,AC,HAFELE,547.37.487,4,1,0,0,0
AC-0000754,"16"" x 29"" x 11"" (11H) CANVAS LINER","16"" x 29"" x 11"" (11H) CANVAS LINER","16"" x 29"" x 11"" (11H) CANVAS LINER",,CLOSET BASKET,12.02,13.222,26.444,,EA,AC,HAFELE,547.37.488,4,1,0,0,0
AC-0000755,"16"" x 29"" x 17"" (16H) CANVAS LINER","16"" x 29"" x 17"" (16H) CANVAS LINER","16"" x 29"" x 17"" (16H) CANVAS LINER",,CLOSET BASKET,14.76,16.236,32.472,,EA,AC,HAFELE,547.37.489,4,1,0,0,0
AC-0000756,SHOE FENCE MATTE BLACK 11IN,SHOE FENCE MATTE BLACK 11IN,SHOE FENCE MATTE BLACK 11IN,,ACCESSORY,4.24,4.664,9.328,,EA,AC,HAFELE,547.51.301,4,1,0,0,0
AC-0000757,SHOE FENCE MATTE BLACK 17IN,SHOE FENCE MATTE BLACK 17IN,SHOE FENCE MATTE BLACK 17IN,,ACCESSORY,4.98,5.478,10.956,,EA,AC,HAFELE,547.51.302,4,1,0,0,0
AC-0000758,SHOE FENCE MATTE BLACK 23IN,SHOE FENCE MATTE BLACK 23IN,SHOE FENCE MATTE BLACK 23IN,,ACCESSORY,5.84,6.424,12.848,,EA,AC,HAFELE,547.51.303,4,1,0,0,0
AC-0000759,SHOE FENCE MATTE BLACK 29IN,SHOE FENCE MATTE BLACK 29IN,SHOE FENCE MATTE BLACK 29IN,,ACCESSORY,7.08,7.788,15.576,,EA,AC,HAFELE,547.51.304,4,1,0,0,0
AC-0000760,SHOE FENCE MATTE BLACK 35IN,SHOE FENCE MATTE BLACK 35IN,SHOE FENCE MATTE BLACK 35IN,,ACCESSORY,9.62,10.582,21.164,,EA,AC,HAFELE,547.51.306,4,1,0,0,0
AC-0000761,ROBE HOOK - MATTE BLACK ,ROBE HOOK - MATTE BLACK ,ROBE HOOK - MATTE BLACK ,,ACCESSORY,1.17,1.287,2.574,,EA,AC,HAFELE,845.01.340,4,1,0,0,0
AC-0000762,ROBE HOOK - MATTE GOLD ,ROBE HOOK - MATTE GOLD ,ROBE HOOK - MATTE GOLD ,,ACCESSORY,1.14,1.254,2.508,,EA,AC,HAFELE,845.01.540,4,1,0,0,0
AC-0000763,Hamper Basket Matte Black  18x14x19,Hamper Basket Matte Black  18x14x19,Hamper Basket Matte Black  18x14x19,,ACCESSORY,26.47,29.117,87.351,,EA,AC,HAFELE,547.42.331,4,1,0,0,0
AC-0000764,Hamper Basket Matte Black  18x16x19,Hamper Basket Matte Black  18x16x19,Hamper Basket Matte Black  18x16x19,,ACCESSORY,41.78,45.958,137.874,,EA,AC,HAFELE,547.42.341,4,1,0,0,0
AC-0000765,Hamper Basket Matte Black  24x14x19,Hamper Basket Matte Black  24x14x19,Hamper Basket Matte Black  24x14x19,,ACCESSORY,31.09,34.199,102.597,,EA,AC,HAFELE,547.42.332,4,1,0,0,0
AC-0000766,Hamper Basket Matte Black  24x16x19,Hamper Basket Matte Black  24x16x19,Hamper Basket Matte Black  24x16x19,,ACCESSORY,43.73,48.103,144.309,,EA,AC,HAFELE,547.42.342,4,1,0,0,0
AC-0000767,Hamper Rack Matte Black  214 MM,Hamper Rack Matte Black  214 MM,Hamper Rack Matte Black  214 MM,,ACCESSORY,0.96,1.056,3.168,,EA,AC,HAFELE,547.42.390,4,1,0,0,0
AC-0000768,"14"" x 17"" x 6"" (6H) MATTE BLACK ","14"" x 17"" x 6"" (6H) MATTE BLACK ","14"" x 17"" x 6"" (6H) MATTE BLACK ",,CLOSET BASKET,23.5,25.85,51.7,,EA,AC,HAFELE,547.38.332,4,1,0,0,0
AC-0000769,"14"" x 17"" x 11"" (11H) MATTE BLACK","14"" x 17"" x 11"" (11H) MATTE BLACK","14"" x 17"" x 11"" (11H) MATTE BLACK",,CLOSET BASKET,26.79,29.469,58.938,,EA,AC,HAFELE,547.38.336,4,1,0,0,0
AC-0000770,"14"" x 17"" x 17"" (16H) MATTE BLACK ","14"" x 17"" x 17"" (16H) MATTE BLACK ","14"" x 17"" x 17"" (16H) MATTE BLACK ",,CLOSET BASKET,32.07,35.277,70.554,,EA,AC,HAFELE,547.38.338,4,1,0,0,0
AC-0000771,"14"" x 23"" x 6"" (6H) MATTE BLACK ","14"" x 23"" x 6"" (6H) MATTE BLACK ","14"" x 23"" x 6"" (6H) MATTE BLACK ",,CLOSET BASKET,24.52,26.972,53.944,,EA,AC,HAFELE,547.40.332,4,1,0,0,0
AC-0000772,"14"" x 23"" x 11"" (11H) MATTE BLACK ","14"" x 23"" x 11"" (11H) MATTE BLACK ","14"" x 23"" x 11"" (11H) MATTE BLACK ",,CLOSET BASKET,28.78,31.658,63.316,,EA,AC,HAFELE,547.40.336,4,1,0,0,0
AC-0000773,"14"" x 23"" x 17"" (16H) MATTE BLACK","14"" x 23"" x 17"" (16H) MATTE BLACK","14"" x 23"" x 17"" (16H) MATTE BLACK",,CLOSET BASKET,33.99,37.389,74.778,,EA,AC,HAFELE,547.40.338,4,1,0,0,0
AC-0000774,"14"" x 29"" x 6"" (6H) MATTE BLACK","14"" x 29"" x 6"" (6H) MATTE BLACK","14"" x 29"" x 6"" (6H) MATTE BLACK",,CLOSET BASKET,29.45,32.395,64.79,,EA,AC,HAFELE,547.41.332,4,1,0,0,0
AC-0000775,"14"" x 29"" x 11"" (11H) MATTE BLACK","14"" x 29"" x 11"" (11H) MATTE BLACK","14"" x 29"" x 11"" (11H) MATTE BLACK",,CLOSET BASKET,33.49,36.839,73.678,,EA,AC,HAFELE,547.41.336,4,1,0,0,0
AC-0000776,"14"" x 29"" x 17"" (16H) MATTE BLACK","14"" x 29"" x 17"" (16H) MATTE BLACK","14"" x 29"" x 17"" (16H) MATTE BLACK",,CLOSET BASKET,46.72,51.392,102.784,,EA,AC,HAFELE,547.41.338,4,1,0,0,0
AC-0000777,"16"" x 17"" x 6"" (6H) MATTE BLACK","16"" x 17"" x 6"" (6H) MATTE BLACK","16"" x 17"" x 6"" (6H) MATTE BLACK",,CLOSET BASKET,30.56,33.616,67.232,,EA,AC,HAFELE,547.38.352,4,1,0,0,0
AC-0000778,"16"" x 17"" x 11"" (11H) MATTE BLACK","16"" x 17"" x 11"" (11H) MATTE BLACK","16"" x 17"" x 11"" (11H) MATTE BLACK",,CLOSET BASKET,35.63,39.193,78.386,,EA,AC,HAFELE,547.38.356,4,1,0,0,0
AC-0000779,"16"" x 17"" x 17"" (16H) MATTE BLACK ","16"" x 17"" x 17"" (16H) MATTE BLACK ","16"" x 17"" x 17"" (16H) MATTE BLACK ",,CLOSET BASKET,42.25,46.475,92.95,,EA,AC,HAFELE,547.38.358,4,1,0,0,0
AC-0000780,"16"" x 23"" x 6"" (6H) MATTE BLACK ","16"" x 23"" x 6"" (6H) MATTE BLACK ","16"" x 23"" x 6"" (6H) MATTE BLACK ",,CLOSET BASKET,30.74,33.814,67.628,,EA,AC,HAFELE,547.40.352,4,1,0,0,0
AC-0000781,"16"" x 23"" x 11"" (11H) MATTE BLACK","16"" x 23"" x 11"" (11H) MATTE BLACK","16"" x 23"" x 11"" (11H) MATTE BLACK",,CLOSET BASKET,37.61,41.371,82.742,,EA,AC,HAFELE,547.40.356,4,1,0,0,0
AC-0000782,"16"" x 23"" x 17"" (16H) MATTE BLACK","16"" x 23"" x 17"" (16H) MATTE BLACK","16"" x 23"" x 17"" (16H) MATTE BLACK",,CLOSET BASKET,44.05,48.455,96.91,,EA,AC,HAFELE,547.40.358,4,1,0,0,0
AC-0000783,"16"" x 29"" x 6"" (6H) MATTE BLACK","16"" x 29"" x 6"" (6H) MATTE BLACK","16"" x 29"" x 6"" (6H) MATTE BLACK",,CLOSET BASKET,36.24,39.864,79.728,,EA,AC,HAFELE,547.41.352,4,1,0,0,0
AC-0000784,"16"" x 29"" x 11"" (11H) MATTE BLACK","16"" x 29"" x 11"" (11H) MATTE BLACK","16"" x 29"" x 11"" (11H) MATTE BLACK",,CLOSET BASKET,45.47,50.017,100.034,,EA,AC,HAFELE,547.41.356,4,1,0,0,0
AC-0000785,"16"" x 29"" x 17"" (16H) MATTE BLACK ","16"" x 29"" x 17"" (16H) MATTE BLACK ","16"" x 29"" x 17"" (16H) MATTE BLACK ",,CLOSET BASKET,55.56,61.116,122.232,,EA,AC,HAFELE,547.41.358,4,1,0,0,0
AC-0000786,ELITE RND ROD MATTE BLACK 8FT,ELITE RND ROD MATTE BLACK 8FT,ELITE RND ROD MATTE BLACK 8FT,,ELITE LINE,3.92,4.312,8.624,,LF,AC,HAFELE,801.43.340,4,1,0,0,0
AC-0000787,ELITE RND POLE CUP MATT BLACK ,ELITE RND POLE CUP MATT BLACK ,ELITE RND POLE CUP MATT BLACK ,,ELITE LINE,2.55,2.805,5.61,,EA,AC,HAFELE,803.64.410,4,1,0,0,0
AC-0000788,ELITE TIE RACK MATTE BLACK 12IN,ELITE TIE RACK MATTE BLACK 12IN,ELITE TIE RACK MATTE BLACK 12IN,,ELITE LINE,29.59,32.549,65.098,,EA,AC,HAFELE,807.67.501,4,1,0,0,0
AC-0000789,ELITE TIE RACK MATTE BLACK 14IN,ELITE TIE RACK MATTE BLACK 14IN,ELITE TIE RACK MATTE BLACK 14IN,,ELITE LINE,35.2,38.72,77.44,,EA,AC,HAFELE,807.67.503,4,1,0,0,0
AC-0000790,ELITE TIE RACK MATTE BLACK 18IN,ELITE TIE RACK MATTE BLACK 18IN,ELITE TIE RACK MATTE BLACK 18IN,,ELITE LINE,43.88,48.268,96.536,,EA,AC,HAFELE,807.67.505,4,1,0,0,0
AC-0000791,ELITE BELT RACK MATTE BLACK 12IN,ELITE BELT RACK MATTE BLACK 12IN,ELITE BELT RACK MATTE BLACK 12IN,,ELITE LINE,27.81,30.591,61.182,,EA,AC,HAFELE,807.67.511,4,1,0,0,0
AC-0000792,ELITE BELT RACK MATTE BLACK 14IN,ELITE BELT RACK MATTE BLACK 14IN,ELITE BELT RACK MATTE BLACK 14IN,,ELITE LINE,33.01,36.311,72.622,,EA,AC,HAFELE,807.67.513,4,1,0,0,0
AC-0000793,ELITE BELT RACK MATTE BLACK 18IN,ELITE BELT RACK MATTE BLACK 18IN,ELITE BELT RACK MATTE BLACK 18IN,,ELITE LINE,41.25,45.375,90.75,,EA,AC,HAFELE,807.67.515,4,1,0,0,0
AC-0000794,ELITE VALET ROD MATTE BLACK 12IN,ELITE VALET ROD MATTE BLACK 12IN,ELITE VALET ROD MATTE BLACK 12IN,,ELITE LINE,25.71,28.281,56.562,,EA,AC,HAFELE,808.71.501,4,1,0,0,0
AC-0000795,ELITE VALET ROD MATTE BLACK 14IN,ELITE VALET ROD MATTE BLACK 14IN,ELITE VALET ROD MATTE BLACK 14IN,,ELITE LINE,26.89,29.579,59.158,,EA,AC,HAFELE,808.71.503,4,1,0,0,0
AC-0000796,ELITE SCARF RACK MATTE BLACK 12IN,ELITE SCARF RACK MATTE BLACK 12IN,ELITE SCARF RACK MATTE BLACK 12IN,,ELITE LINE,32,35.2,70.4,,EA,AC,HAFELE,807.67.521,4,1,0,0,0
AC-0000797,ELITE SCARF RACK MATTE BLACK 14IN,ELITE SCARF RACK MATTE BLACK 14IN,ELITE SCARF RACK MATTE BLACK 14IN,,ELITE LINE,38.13,41.943,83.886,,EA,AC,HAFELE,807.67.523,4,1,0,0,0
AC-0000798,ELITE SCARF RACK MATTE BLACK 18IN,ELITE SCARF RACK MATTE BLACK 18IN,ELITE SCARF RACK MATTE BLACK 18IN,,ELITE LINE,47.62,52.382,104.764,,EA,AC,HAFELE,807.67.525,4,1,0,0,0
AC-0000799,ELITE DOUBLE HOOK MATTE BLACK ,ELITE DOUBLE HOOK MATT BLACK ,ELITE DOUBLE HOOK MATT BLACK ,,ELITE LINE,11.62,12.782,25.564,,EA,AC,HAFELE,807.68.340,4,1,0,0,0
AC-0000800,ELITE SHOE FENCE MATTE BLACK 11IN,ELITE SHOE FENCE MATTE BLACK 11IN,ELITE SHOE FENCE MATTE BLACK 11IN,,ELITE LINE,6.31,6.941,13.882,,EA,AC,HAFELE,547.52.521,4,1,0,0,0
AC-0000801,ELITE SHOE FENCE MATTE BLACK 17IN,ELITE SHOE FENCE MATTE BLACK 17IN,ELITE SHOE FENCE MATTE BLACK 17IN,,ELITE LINE,8.12,8.932,17.864,,EA,AC,HAFELE,547.52.522,4,1,0,0,0
AC-0000802,ELITE SHOE FENCE MATTE BLACK 23IN,ELITE SHOE FENCE MATTE BLACK 23IN,ELITE SHOE FENCE MATTE BLACK 23IN,,ELITE LINE,9.05,9.955,19.91,,EA,AC,HAFELE,547.52.523,4,1,0,0,0
AC-0000803,ELITE SHOE FENCE MATTE BLACK 29IN,ELITE SHOE FENCE MATTE BLACK 29IN,ELITE SHOE FENCE MATTE BLACK 29IN,,ELITE LINE,10.95,12.045,24.09,,EA,AC,HAFELE,547.52.524,4,1,0,0,0
AC-0000804,ELITE SHOE FENCE MATTE BLACK 35IN,ELITE SHOE FENCE MATTE BLACK 35IN,ELITE SHOE FENCE MATTE BLACK 35IN,,ELITE LINE,12.78,14.058,28.116,,EA,AC,HAFELE,547.52.526,4,1,0,0,0
AC-0000805,LAUNDRY HAMPER FULL EXT BLACK  18x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  18x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  18x14x21.5,,HAMPER BASKET,96.11,105.721,237.872,,EA,AC,HAFELE,807.52.331,4,1,0,0,0
AC-0000806,LAUNDRY HAMPER FULL EXT BLACK  24x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  24x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  24x14x21.5,,HAMPER BASKET,110.37,121.407,273.166,,EA,AC,HAFELE,807.52.333,4,1,0,0,0
AC-0000807,LAUNDRY HAMPER FULL EXT BLACK  30x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  30x14x21.5,LAUNDRY HAMPER FULL EXT BLACK  30x14x21.5,,HAMPER BASKET,127.63,140.393,315.884,,EA,AC,HAFELE,807.52.335,4,1,0,0,0
BB-0000001,1/2 BIRCH VENEER PRE FINISHED,1/2 BIRCH VENEER PRE FINISHED,,,BALTIC,1.182,1.682,5.046,,SF,BB,RUGBY,0,,,,,
BB-0000004,1/4 BIRCH VENEER PRE FINISHED,1/4 BIRCH VENEER PRE FINISHED,,,BALTIC,1.169,1.669,5.007,,SF,BB,RUGBY,0,,,,,
BB-0000006,BBBB PREFINISH RIP 2.75,BBBB PREFINISH RIP 2.75 (4H),,,BALTIC RIPS,1.271,1.871,5.614,,LF,BB,RUGBY,DS124HOLE,,,,,
BB-0000007,BBBB PREFINISH RIP 4.69,BBBB PREFINISH RIP 4.69 (5H),,,BALTIC RIPS,2.17,2.77,8.31,,LF,BB,RUGBY,DS125HOLE,,,,,
BB-0000008,BBBB PREFINISH RIP 5.95,BBBB PREFINISH RIP 5.95 (6H),,,BALTIC RIPS,2.621,3.221,9.664,,LF,BB,RUGBY,DS126HOLE,,,,,
BB-0000009,BBBB PREFINISH RIP 7.21,BBBB PREFINISH RIP 7.21 (7H),,,BALTIC RIPS,3.108,3.708,11.123,,LF,BB,RUGBY,DS127HOLE,,,,,
BB-0000010,BBBB PREFINISH RIP 8.47,BBBB PREFINISH RIP 8.47 (8H),,,BALTIC RIPS,3.646,4.246,12.738,,LF,BB,RUGBY,DS128HOLE,,,,,
BB-0000011,BBBB PREFINISH RIP 9.73,BBBB PREFINISH RIP 9.73 (9H),,,BALTIC RIPS,4.228,4.828,14.484,,LF,BB,RUGBY,DS129HOLE,,,,,
BB-0000012,BBBB PREFINISH RIP 10.99,BBBB PREFINISH RIP 10.99 (10H),,,BALTIC RIPS,4.878,5.478,16.434,,LF,BB,RUGBY,DS1210HOLE,,,,,
CH-0000001,QUICK DRY VINYL SEALER 53 GAL,QUICK DRY VINYL SEALER 53 GAL,,,FINISH,0.132,0.528,1.32,,SF,PL,LOUIS,,,,,,
CH-0000002,KLEARVAR SATIN 53GAL,KLEARVAR SATIN 53GAL,,,FINISH,0.196,0.784,1.96,,SF,PL,LOUIS,,,,,,
CH-0000003,CARE CATALYST,CARE CATALYST,,,FINISH,0.019,0.075,0.187,,SF,PL,LOUIS,,,,,,
CH-0000004,CARE REDUCER,CARE REDUCER,,,FINISH,0.023,0.093,0.231,,SF,PL,LOUIS,,,,,,
CH-0000005,CLAWLOCK PRIMER BLACK,CLAWLOCK PRIMER BLACK,,,FINISH,0.289,1.156,2.89,,SF,PL,LOUIS,,,,,,
CH-0000006,Quick Dry Wht Vinyl Primer 53,Quick Dry Wht Vinyl Primer 53,,,FINISH,0.186,0.744,1.86,,SF,PL,LOUIS,,,,,,
CH-0000007,KRYSTAL POSTCAT DULL,KRYSTAL POSTCAT DULL,,,FINISH,0.326,1.304,3.26,,SF,PL,LOUIS,,,,,,
EB-0000139,EB U MYSTIC 15/16 1mm,EB U Mystic 1mm,U Mystic,,EB1,0.19,0.31,1.24,UNIBOARD,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,167015,1020
EB-0000140,EB U SILVA 15/16 1mm,EB U Silva 1mm,Kentucky Coffee Tree (Silva Uniboard),,EB1,0.19,0.31,1.24,UNIBOARD,LF,EB,EDGEBANDING SERVICES,0,5,0.039,1037,167020,1020
EB-0000143,EB T AFTER HOURS 1MM,EB T After Hours 1mm,Espresso Yourself (After Hours Tafisa),,EB1,0.242,0.362,1.448,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107100,1020
EB-0000144,EB T APRES SKI 1MM,EB T Apres Ski 1mm,Townhouse Teatime (Apres Ski Tafisa),,EB1,0.242,0.362,1.448,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107050,1020
EB-0000145,EB T CAST AT FIRST LIGHT 1MM,EB T Cast at First Light 1mm,T Casting at First Light,,EB1,0.23,0.35,1.4,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107200,1020
EB-0000146,EB T STARGAZER 1MM,EB T Stargazer 1mm,T Stargazer,,EB1,0.23,0.35,1.4,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107600,1020
EB-0000147,EB T TETE A TETE 1MM,EB T Tete a Tete 1mm,EB T TETE A TETE 1MM,,EB1,0.23,0.35,1.4,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107725,1020
EB-0000148,EB T WEEKEND GETAWAY 1MM,EB T Weekend Getaway 1mm,T Weekend Getaway,,EB1,0.23,0.35,1.4,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107900,1020
EB-0000149,EB T WINTER FUN 1MM,EB T Winter Fun 1mm,Moonlit Lake (Winter Fun Tafisa),,EB1,0.23,0.35,1.4,TAFISA,LF,EB,HARDWOODS,0,5,0.039,1037,107925,1020
EB-0000150,EB CL French Grey 1mm S027,EB CL French Grey 1mm,M French Grey,,EB1,0.3,0.42,1.68,CLEAF,LF,EB,EB BRADLY,0,5,0.039,1037,110685,1020
EB-0000151,EB CL Noce Leuca 1mm LK44,EB CL Noce Leuca 1mm,M Noce Leuca,,EB1,0.3,0.42,1.68,CLEAF,LF,EB,EB BRADLY,0,5,0.039,1037,110645,1020
EB-0000152,EB CL Moselle 1mm S129,EB CL Moselle 1mm,M Moselle,,EB1,0.3,0.42,1.68,CLEAF,LF,EB,EB BRADLY,0,5,0.039,1037,110605,1020
EB-0000153,EB CL Tyburn 1mm S122,EB CL Tyburn 1mm,M Tyburn,,EB1,0.3,0.42,1.68,CLEAF,LF,EB,EB BRADLY,0,5,0.039,1037,110769,1020
EB-0000155,EB SL RUBY 15/16 1mm,EB SL Ruby 1mm,EB SL Ruby 1mm,,EB1,0.43,0.55,2.2,STYLITE,LF,EB,RUGBY,0,5,0.039,1045,108450,1020
EB-0000156,EB SL SIERRA 15/16 1mm,EB SL Sierra 1mm,EB SL Sierra 1mm,,EB1,0.43,0.55,2.2,STYLITE,LF,EB,RUGBY,0,5,0.039,1045,108550,1020
EB-0000159,EB CL Stratos Pinea 1mm LM37,EB CL Stratos Pinea 1mm,EB CL Stratos Pinea 1mm LM37,,EB1,0.3,0.42,1.68,CLEAF,LF,EB,EB BRADLY,0,5,0.039,1037,110745,1020
