SKU,Description,Name,DisplayName,Available in SNaP,Pricing Formula,Cost,FranchisePrice,RetailPrice,Series,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
AC-0000340,Jewelry 18in Maroon,Jewelry 18in Maroon,Jewelry 18in Maroon,,JEWELRY INSERT,25.84,32.3,56.525,,EA,AC,OCTOBER,CLA5136-1513-02,4,1,0,0,0
AC-0000341,Jewelry 18in Maroon Sliding,Jewelry 18in Maroon Sliding,Jewelry 18in Maroon Sliding,,JEWELRY INSERT,31.84,39.8,69.65,,EA,AC,OCTOBER,CLAAT200-1506-04,4,1,0,0,0
AC-0000342,Jewelry 18in Sterling Grey,Jewelry 18in Sterling Grey,Jewelry 18in Sterling Grey,,JEWELRY INSERT,25.84,32.3,56.525,,EA,AC,OCTOBER,CLA51706-1513-01,4,1,0,0,0
AC-0000343,Jewelry 18in Sterling Grey Sliding,Jewelry 18in Sterling Grey Sliding,Jewelry 18in Sterling Grey Sliding,,JEWELRY INSERT,31.84,39.8,69.65,,EA,AC,OCTOBER,CLAAT200-1506-05,4,1,0,0,0
AC-0000344,LAUNDRY HAMPER FULL EXT CHR 18x14x21.5,LAUNDRY HAMPER FULL EXT CHR 18x14x21.5,LAUNDRY HAMPER FULL EXT CHR 18x14x21.5,,HAMPER BASKET,76.82,84.502,190.13,,EA,AC,HAFELE,807.52.231,4,1,0,0,0
AC-0000345,LAUNDRY HAMPER FULL EXT CHR 24x14x21.5,LAUNDRY HAMPER FULL EXT CHR 24x14x21.5,LAUNDRY HAMPER FULL EXT CHR 24x14x21.5,,HAMPER BASKET,88.42,97.262,218.84,,EA,AC,HAFELE,807.52.233,4,1,0,0,0
AC-0000346,LAUNDRY HAMPER FULL EXT CHR 30x14x21.5,LAUNDRY HAMPER FULL EXT CHR 30x14x21.5,LAUNDRY HAMPER FULL EXT CHR 30x14x21.5,,HAMPER BASKET,101.86,112.046,252.104,,EA,AC,HAFELE,807.52.235,4,1,0,0,0
AC-0000347,LAUNDRY HAMPER FULL EXT MATT NICK 18x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 18x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 18x14x21.5,,HAMPER BASKET,76.79,84.469,190.055,,EA,AC,HAFELE,807.52.631,4,1,0,0,0
AC-0000348,LAUNDRY HAMPER FULL EXT MATT NICK 24x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 24x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 24x14x21.5,,HAMPER BASKET,88.38,97.218,218.741,,EA,AC,HAFELE,807.52.633,4,1,0,0,0
AC-0000349,LAUNDRY HAMPER FULL EXT MATT NICK 30x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 30x14x21.5,LAUNDRY HAMPER FULL EXT MATT NICK 30x14x21.5,,HAMPER BASKET,101.86,112.046,252.104,,EA,AC,HAFELE,807.52.635,4,1,0,0,0
AC-0000350,LAUNDRY HAMPER FULL EXT ORB 18x14x21.5,LAUNDRY HAMPER FULL EXT ORB 18x14x21.5,LAUNDRY HAMPER FULL EXT ORB 18x14x21.5,,HAMPER BASKET,80.54,88.594,199.337,,EA,AC,HAFELE,807.52.131,4,1,0,0,0
AC-0000351,LAUNDRY HAMPER FULL EXT ORB 24x14x21.5,LAUNDRY HAMPER FULL EXT ORB 24x14x21.5,LAUNDRY HAMPER FULL EXT ORB 24x14x21.5,,HAMPER BASKET,92.49,101.739,228.913,,EA,AC,HAFELE,807.52.133,4,1,0,0,0
AC-0000352,LAUNDRY HAMPER FULL EXT ORB 30x14x21.5,LAUNDRY HAMPER FULL EXT ORB 30x14x21.5,LAUNDRY HAMPER FULL EXT ORB 30x14x21.5,,HAMPER BASKET,106.94,117.634,264.677,,EA,AC,HAFELE,807.52.135,4,1,0,0,0
AC-0000353,Flap Stay Hamper Kit,Flap Stay Hamper Kit,Flap Stay Hamper Kit,,HAMPER ACCESSORY,23.2,25.52,63.8,,EA,AC,HAFELE,547.42.993,4,1,0,0,0
AC-0000354,"Flap Stay Hamper Kit, Black","Flap Stay Hamper Kit, Black","Flap Stay Hamper Kit, Black",,HAMPER ACCESSORY,32.5,35.75,89.375,,EA,AC,HAFELE,547.42.994,4,1,0,0,0
AC-0000355,PREM CLTH LNDRY BAG CREAM 14x17x19.5,PREM CLTH LNDRY BAG CREAM 14x17x19.5,PREM CLTH LNDRY BAG CREAM 14x17x19.5,,HAMPER ACCESSORY,11.46,12.606,31.515,,EA,AC,HAFELE,547.42.485,4,1,0,0,0
AC-0000356,PREM CLTH LNDRY BAG CREAM 14x23x19.5,PREM CLTH LNDRY BAG CREAM 14x23x19.5,PREM CLTH LNDRY BAG CREAM 14x23x19.5,,HAMPER ACCESSORY,13,14.3,35.75,,EA,AC,HAFELE,547.42.487,4,1,0,0,0
AC-0000357,"SHOE FENCE DORB 35""","SHOE FENCE DORB 35""","SHOE FENCE DORB 35""",,ACCESSORY,9.53,10.483,31.449,,EA,AC,HAFELE,547.51.106,4,1,0,0,0
AC-0000358,"SHOE FENCE CHR 17""","SHOE FENCE CHR 17""","SHOE FENCE CHR 17""",,ACCESSORY,4.92,5.412,16.236,,EA,AC,HAFELE,547.51.202,4,1,0,0,0
AC-0000359,"SHOE FENCE CHR 23""","SHOE FENCE CHR 23""","SHOE FENCE CHR 23""",,ACCESSORY,6.25,6.875,20.625,,EA,AC,HAFELE,547.51.203,4,1,0,0,0
AC-0000360,"SHOE FENCE CHR 29""","SHOE FENCE CHR 29""","SHOE FENCE CHR 29""",,ACCESSORY,7.51,8.261,24.783,,EA,AC,HAFELE,547.51.204,4,1,0,0,0
AC-0000361,"SHOE FENCE CHR 35""","SHOE FENCE CHR 35""","SHOE FENCE CHR 35""",,ACCESSORY,9.48,10.428,31.284,,EA,AC,HAFELE,547.51.206,4,1,0,0,0
AC-0000362,"SHOE FENCE MATT NICK 17""","SHOE FENCE MATT NICK 17""","SHOE FENCE MATT NICK 17""",,ACCESSORY,4.5,4.95,14.85,,EA,AC,HAFELE,547.51.602,4,1,0,0,0
AC-0000363,"SHOE FENCE MATT NICK 23""","SHOE FENCE MATT NICK 23""","SHOE FENCE MATT NICK 23""",,ACCESSORY,5.43,5.973,17.919,,EA,AC,HAFELE,547.51.603,4,1,0,0,0
AC-0000364,"SHOE FENCE MATT NICK 29""","SHOE FENCE MATT NICK 29""","SHOE FENCE MATT NICK 29""",,ACCESSORY,6.6,7.26,21.78,,EA,AC,HAFELE,547.51.604,4,1,0,0,0
AC-0000365,"SHOE FENCE MATT NICK 35""","SHOE FENCE MATT NICK 35""","SHOE FENCE MATT NICK 35""",,ACCESSORY,8.26,9.086,27.258,,EA,AC,HAFELE,547.51.606,4,1,0,0,0
AC-0000366,"ELITE SHOE FENCE DORB 35""","ELITE SHOE FENCE DORB 35""","ELITE SHOE FENCE DORB 35""",,ELITE LINE,10.9,11.99,35.97,ELITE,EA,AC,HAFELE,547.52.126,4,1,0,0,0
AC-0000367,"ELITE SHOE FENCE DORB 11""","ELITE SHOE FENCE DORB 11""","ELITE SHOE FENCE DORB 11""",,ELITE LINE,5.4,5.94,17.82,ELITE,EA,AC,HAFELE,547.52.121,4,1,0,0,0
AC-0000368,"ELITE SHOE FENCE DORB 17""","ELITE SHOE FENCE DORB 17""","ELITE SHOE FENCE DORB 17""",,ELITE LINE,6.94,7.634,22.902,ELITE,EA,AC,HAFELE,547.52.122,4,1,0,0,0
AC-0000369,"ELITE SHOE FENCE DORB 23""","ELITE SHOE FENCE DORB 23""","ELITE SHOE FENCE DORB 23""",,ELITE LINE,7.72,8.492,25.476,ELITE,EA,AC,HAFELE,547.52.123,4,1,0,0,0
AC-0000370,"ELITE SHOE FENCE DORB 29""","ELITE SHOE FENCE DORB 29""","ELITE SHOE FENCE DORB 29""",,ELITE LINE,9.34,10.274,30.822,ELITE,EA,AC,HAFELE,547.52.124,4,1,0,0,0
AC-0000371,"BASIC BELT RACK CHR PL 11""","BASIC BELT RACK CHR PL 11""","BASIC BELT RACK CHR PL 11""",,ACCESSORY,10.16,11.176,33.528,,EA,AC,HAFELE,807.53.250,4,1,0,0,0
AC-0000372,"BASIC TIE RACK CHR PL 11""","BASIC TIE RACK CHR PL 11""","BASIC TIE RACK CHR PL 11""",,ACCESSORY,11.5,12.65,37.95,,EA,AC,HAFELE,807.53.260,4,1,0,0,0
AC-0000373,"LOOX Multi-switch box, selectable between standard and 3-way, plastic, black","LOOX Multi-switch box, selectable between standard and 3-way, plastic, black","LOOX Multi-switch box, selectable between standard and 3-way, plastic, black",,LIGHTING,12.38,13.618,47.663,LOOX,EA,AC,HAFELE,833.89.066,4,1,0,0,0
AC-0000374,"LOOX LED Multi Driver/Switch Cable, plastic, black, 500mm","LOOX LED Multi Driver/Switch Cable, plastic, black, 500mm","LOOX LED Multi Driver/Switch Cable, plastic, black, 500mm",,LIGHTING,2.56,2.816,9.856,LOOX,EA,AC,HAFELE,833.89.068,4,1,0,0,0
AC-0000375,"LOOX IR door, touch free, surface mount, plastic, silver colored, square, modular","LOOX IR door, touch free, surface mount, plastic, silver colored, square, modular","LOOX IR door, touch free, surface mount, plastic, silver colored, square, modular",,LIGHTING,2.56,2.816,9.856,LOOX,EA,AC,HAFELE,833.89.068,4,1,0,0,0
AC-0000376,"Modular switch cable, plastic, black, 2000mm","Modular switch cable, plastic, black, 2000mm","Modular switch cable, plastic, black, 2000mm",,LIGHTING,4.48,4.928,17.248,LOOX,EA,AC,HAFELE,833.89.142,4,1,0,0,0
AC-0000377,LOOX5 corner connector ribbon 8mm 12-24v 0 0,LOOX5 corner connector ribbon 8mm 12-24v 0 0,LOOX5 corner connector ribbon 8mm 12-24v 0 0,,LIGHTING,2.56,2.816,9.856,LOOX,EA,AC,HAFELE,833.89.187,4,1,0,0,0
AC-0000378,"LOOX5� Interconnecting lead, 8mm/12-24V/0.5 meter 0","LOOX5� Interconnecting lead, 8mm/12-24V/0.5 meter 0","LOOX5� Interconnecting lead, 8mm/12-24V/0.5 meter 0",,LIGHTING,3.44,3.784,13.244,LOOX,EA,AC,HAFELE,833.89.192,4,1,0,0,0
AC-0000379,"LOOX5 Clip connector for ribbon, 8mm/12-24v 0","LOOX5 Clip connector for ribbon, 8mm/12-24v 0","LOOX5 Clip connector for ribbon, 8mm/12-24v 0",,LIGHTING,1.76,1.936,6.776,LOOX,EA,AC,HAFELE,833.89.206,4,1,0,0,0
AC-0000380,"Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0","Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0","Loox5 Driver 100-240 Volts AC to 12 volts DC, 60 Watts, PFC 0",,LIGHTING,36.32,39.952,139.832,LOOX,EA,AC,HAFELE,833.95.003,4,1,0,0,0
AC-0000381,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,LOOX5 Lead ribbon 8mm/12v/0.5 meter 0,,LIGHTING,3.44,3.784,13.244,LOOX,EA,AC,HAFELE,833.95.701,4,1,0,0,0
AC-0000382,"LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0","LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0","LOOX5 Lead ribbon, silicone 8mm/12v/2.0 meters 0",,LIGHTING,5.2,5.72,20.02,LOOX,EA,AC,HAFELE,833.95.703,4,1,0,0,0
AC-0000383,LOOX5 Extension lead 12v/0.5 meter 0,LOOX5 Extension lead 12v/0.5 meter 0,LOOX5 Extension lead 12v/0.5 meter 0,,LIGHTING,2.56,2.816,9.856,LOOX,EA,AC,HAFELE,833.95.712,4,1,0,0,0
AC-0000384,LOOX5 Extension lead 12v/1.0 meter 0,LOOX5 Extension lead 12v/1.0 meter 0,LOOX5 Extension lead 12v/1.0 meter 0,,LIGHTING,3.44,3.784,13.244,LOOX,EA,AC,HAFELE,833.95.713,4,1,0,0,0
AC-0000385,LOOX5 6-way distribution box with switching function 12v 0,LOOX5 6-way distribution box with switching function 12v 0,LOOX5 6-way distribution box with switching function 12v 0,,LIGHTING,6.4,7.04,24.64,LOOX,EA,AC,HAFELE,833.95.748,4,1,0,0,0
AC-0000386,"6-way distributor, with switch, 12 v/3.5 a, black 0","6-way distributor, with switch, 12 v/3.5 a, black 0","6-way distributor, with switch, 12 v/3.5 a, black 0",,LIGHTING,5.6,6.16,21.56,LOOX,EA,AC,HAFELE,833.95.749,4,1,0,0,0
AC-0000387,"Adapter 12v, 3.5 Amp, plug 3.5� socket 5, black 0","Adapter 12v, 3.5 Amp, plug 3.5� socket 5, black 0","Adapter 12v, 3.5 Amp, plug 3.5� socket 5, black 0",,LIGHTING,0.88,0.968,3.388,LOOX,EA,AC,HAFELE,833.95.752,4,1,0,0,0
AC-0000388,"Mounting clip for profile 2103/2105, steel, chrome plated 0","Mounting clip for profile 2103/2105, steel, chrome plated 0","Mounting clip for profile 2103/2105, steel, chrome plated 0",,LIGHTING,0.45,0.495,1.733,LOOX,EA,AC,HAFELE,833.95.761,4,1,0,0,0
AC-0000389,End cap for profile 1103 plastic silver 0,End cap for profile 1103 plastic silver 0,End cap for profile 1103 plastic silver 0,,LIGHTING,0.39,0.429,1.502,LOOX,EA,AC,HAFELE,833.95.766,4,1,0,0,0
AC-0000390,"Endcap, for profile 2104, plastic, black 0","Endcap, for profile 2104, plastic, black 0","Endcap, for profile 2104, plastic, black 0",,LIGHTING,0.39,0.429,1.502,LOOX,EA,AC,HAFELE,833.95.784,4,1,0,0,0
AC-0000391,LOOX5 Lead for modular light 12V/1.0 meter 0,LOOX5 Lead for modular light 12V/1.0 meter 0,LOOX5 Lead for modular light 12V/1.0 meter 0,,LIGHTING,2.56,2.816,9.856,LOOX,EA,AC,HAFELE,833.95.789,4,1,0,0,0
AC-0000392,"Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel","Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel","Hafele Connect Blue Tooth Low Energy Box, 12 volt direct current, 4-channel",,LIGHTING,65,71.5,250.25,LOOX,EA,AC,HAFELE,850.00.005,4,1,0,0,0
AC-0000393,"Wall switch, BLE, single, rocker, white plastic, USA version 0","Wall switch, BLE, single, rocker, white plastic, USA version 0","Wall switch, BLE, single, rocker, white plastic, USA version 0",,LIGHTING,60,66,231,LOOX,EA,AC,HAFELE,850.00.025,4,1,0,0,0
AC-0000394,Connect Mesh Wall Switch 0,Connect Mesh Wall Switch 0,Connect Mesh Wall Switch 0,,LIGHTING,44,48.4,169.4,LOOX,EA,AC,HAFELE,850.00.041,4,1,0,0,0
AC-0000395,Connect MESH 6-way distributor 12volt 60 watt 0,Connect MESH 6-way distributor 12volt 60 watt 0,Connect MESH 6-way distributor 12volt 60 watt 0,,LIGHTING,54.4,59.84,209.44,LOOX,EA,AC,HAFELE,850.00.042,4,1,0,0,0
AC-0000396,"White, 12x7mmx2.5m (8-ft lengths)","White, 12x7mmx2.5m (8-ft lengths)","White, 12x7mmx2.5m (8-ft lengths)",,LIGHTING,8.97,9.867,34.535,,EA,AC,HAFELE,833.89.013,4,1,0,0,0
AC-0000397,"Brown, 12x7mmx2.5m (8-ft lengths)","Brown, 12x7mmx2.5m (8-ft lengths)","Brown, 12x7mmx2.5m (8-ft lengths)",,LIGHTING,8.97,9.867,34.535,,EA,AC,HAFELE,833.89.023,4,1,0,0,0
AC-0000398,"Black, 12x7mmx2.5m (8-ft lengths)","Black, 12x7mmx2.5m (8-ft lengths)","Black, 12x7mmx2.5m (8-ft lengths)",,LIGHTING,8.97,9.867,34.535,,EA,AC,HAFELE,833.89.033,4,1,0,0,0
AC-0000399,"Omni Track Kit 48""","Track Kit 48""","Track Kit 48""",,OMNI,116.82,128.502,321.255,OMNI,EA,AC,HAFELE,792.00.001,4,1,0,0,0
AC-0000400,"Omni Track Kit 97""","Track Kit 97""","Track Kit 97""",,OMNI,119.42,131.362,328.405,OMNI,EA,AC,HAFELE,792.00.002,4,1,0,0,0
AC-0000401,Lawn/Garden Kit,Lawn/Garden Kit,Lawn/Garden Kit,,OMNI,111.53,122.683,306.708,OMNI,EA,AC,HAFELE,792.02.241,4,1,0,0,0
AC-0000402,Sports Kit,Sports Kit,Sports Kit,,OMNI,140.46,154.506,386.265,OMNI,EA,AC,HAFELE,792.02.000,4,1,0,0,0
AC-0000403,Work Bench Kit/Craft Bench Kit,Work Bench Kit/Craft Bench Kit,Work Bench Kit/Craft Bench Kit,,OMNI,92.38,101.618,254.045,OMNI,EA,AC,HAFELE,792.02.240,4,1,0,0,0
AC-0000404,Heavy Duty Hose Hook,Heavy Duty Hose Hook,Heavy Duty Hose Hook,,OMNI,20.54,22.594,56.485,OMNI,EA,AC,HAFELE,792.02.202,4,1,0,0,0
AC-0000405,Heavy Duty Utility Hook,Heavy Duty Utility Hook,Heavy Duty Utility Hook,,OMNI,13.31,14.641,36.603,OMNI,EA,AC,HAFELE,792.02.203,4,1,0,0,0
AC-0000406,"Heavy Duty 14"" Utility Hook","Heavy Duty 14"" Utility Hook","Heavy Duty 14"" Utility Hook",,OMNI,22.06,24.266,60.665,OMNI,EA,AC,HAFELE,792.02.070,4,1,0,0,0
AC-0000407,"Heavy Duty 16"" Utility Hook","Heavy Duty 16"" Utility Hook","Heavy Duty 16"" Utility Hook",,OMNI,49.96,54.956,137.39,OMNI,EA,AC,HAFELE,792.02.005,4,1,0,0,0
AC-0000408,Heavy Duty Fishing Rod Hook,Heavy Duty Fishing Rod Hook,Heavy Duty Fishing Rod Hook,,OMNI,18.17,19.987,49.968,OMNI,EA,AC,HAFELE,792.02.006,4,1,0,0,0
AC-0000409,Heavy Duty Garden Tool Hook,Heavy Duty Garden Tool Hook,Heavy Duty Garden Tool Hook,,OMNI,14.64,16.104,40.26,OMNI,EA,AC,HAFELE,792.02.200,4,1,0,0,0
AC-0000410,Heavy Duty Bike Hook,Heavy Duty Bike Hook,Heavy Duty Bike Hook,,OMNI,11.75,12.925,32.313,OMNI,EA,AC,HAFELE,792.02.201,4,1,0,0,0
AC-0000411,Pliers Hook,Pliers Hook,Pliers Hook,,OMNI,3.52,3.872,9.68,OMNI,EA,AC,HAFELE,792.02.250,4,1,0,0,0
AC-0000412,Wrench Hook,Wrench Hook,Wrench Hook,,OMNI,3.52,3.872,9.68,OMNI,EA,AC,HAFELE,792.02.251,4,1,0,0,0
AC-0000413,Screwdriver Hook,Screwdriver Hook,Screwdriver Hook,,OMNI,5.49,6.039,15.098,OMNI,EA,AC,HAFELE,792.02.252,4,1,0,0,0
AC-0000414,Basket Hook for Wire Basket,Basket Hook for Wire Basket,Basket Hook for Wire Basket,,OMNI,3.52,3.872,9.68,OMNI,EA,AC,HAFELE,792.02.007,4,1,0,0,0
AC-0000415,Single Hook,Single Hook,Single Hook,,OMNI,3.52,3.872,9.68,OMNI,EA,AC,HAFELE,792.02.253,4,1,0,0,0
AC-0000416,Paper Organizer,Paper Organizer,Paper Organizer,,OMNI,11.77,12.947,32.368,OMNI,EA,AC,HAFELE,792.02.254,4,1,0,0,0
AC-0000417,Hand Tool Hook,Hand Tool Hook,Hand Tool Hook,,OMNI,7.89,8.679,21.698,OMNI,EA,AC,HAFELE,792.02.255,4,1,0,0,0
AC-0000418,Small Storage Bin,Small Storage Bin,Small Storage Bin,,OMNI,2.35,2.585,6.463,OMNI,EA,AC,HAFELE,792.02.380,4,1,0,0,0
AC-0000419,Medium Storage Bin,Medium Storage Bin,Medium Storage Bin,,OMNI,3.85,4.235,10.588,OMNI,EA,AC,HAFELE,792.02.381,4,1,0,0,0
AC-0000420,Large Storage Bin,Large Storage Bin,Large Storage Bin,,OMNI,10.49,11.539,28.848,OMNI,EA,AC,HAFELE,792.02.382,4,1,0,0,0
AC-0000421,"HandiWALL Panel, Black, PVC, Sold per sq ft","HandiWALL Panel, Black, PVC, Sold per sq ft","HandiWALL Panel, Black, PVC, Sold per sq ft",,HANDI,17.413,19.154,38.309,HANDI,SQFT,AC,HAFELE,792.10.321,4,1,0,0,0
AC-0000422,"HandiTRIM Large J Molding, black, PVC, Included in Panel Price","HandiTRIM Large J Molding, black, PVC, Included in Panel Price","HandiTRIM Large J Molding, black, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.382,4,1,0,0,0
AC-0000423,"HandiWALL Panel, Silver, PVC, Sold per sq ft","HandiWALL Panel, Silver, PVC, Sold per sq ft","HandiWALL Panel, Silver, PVC, Sold per sq ft",,HANDI,17.841,19.625,39.25,HANDI,SQFT,AC,HAFELE,792.10.931,4,1,0,0,0
AC-0000424,"HandiTRIM Large J Molding, silver, PVC, Included in Panel Price","HandiTRIM Large J Molding, silver, PVC, Included in Panel Price","HandiTRIM Large J Molding, silver, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.992,4,1,0,0,0
AC-0000425,"HandiWALL Panel, White, PVC, Sold per sq ft","HandiWALL Panel, White, PVC, Sold per sq ft","HandiWALL Panel, White, PVC, Sold per sq ft",,HANDI,17.413,19.154,38.309,HANDI,SQFT,AC,HAFELE,792.10.721,4,1,0,0,0
AC-0000426,"HandiTRIM Large J Molding, white, PVC, Included in Panel Price","HandiTRIM Large J Molding, white, PVC, Included in Panel Price","HandiTRIM Large J Molding, white, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.782,4,1,0,0,0
AC-0000427,"HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking","HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking","HandiWALL Panel, Maple, PVC, Sold per sq ft. - non stocking",,HANDI,21.58,23.738,47.476,HANDI,SQFT,AC,HAFELE,792.10.121,4,1,0,0,0
AC-0000428,"HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price","HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price","HandiTRIM Large J Molding, Maple, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.182,4,1,0,0,0
AC-0000429,"HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking","HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking","HandiWALL Panel, Gray, PVC, Sold per Sq ft. - non stocking",,HANDI,17.413,19.154,38.309,HANDI,SQFT,AC,HAFELE,792.10.521,4,1,0,0,0
AC-0000430,"HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price","HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price","HandiTRIM Large J Molding, Gray, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.582,4,1,0,0,0
AC-0000431,"HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking","HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking","HandiWALL Panel, Taupe, PVC, Sold per Sq ft. non stocking",,HANDI,17.413,19.154,38.309,HANDI,SQFT,AC,HAFELE,792.10.621,4,1,0,0,0
AC-0000432,"HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price","HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price","HandiTRIM Large J Molding, Taupe, PVC, Included in Panel Price",,HANDI,1.071,1.178,2.356,HANDI,LF,AC,HAFELE,792.10.682,4,1,0,0,0
AC-0000433,"HandiACCESSORIES Garden Center, steel 0","HandiACCESSORIES Garden Center, steel 0","HandiACCESSORIES Garden Center, steel 0",,HANDI,50.51,55.561,111.122,HANDI,EA,AC,HAFELE,792.12.040,4,1,0,0,0
AC-0000434,"HandiACCESSORIES Sports Accessory Rack, steel 0","HandiACCESSORIES Sports Accessory Rack, steel 0","HandiACCESSORIES Sports Accessory Rack, steel 0",,HANDI,39.28,43.208,86.416,HANDI,EA,AC,HAFELE,792.13.080,4,1,0,0,0
AC-0000435,"HandiACCESSORIES Horizontal Bike Rack, steel 0","HandiACCESSORIES Horizontal Bike Rack, steel 0","HandiACCESSORIES Horizontal Bike Rack, steel 0",,HANDI,40.9,44.99,89.98,HANDI,EA,AC,HAFELE,792.14.010,4,1,0,0,0
AC-0000436,"Work Bench Accessory Kit, with locking hooks, 12 pieces 0","Work Bench Accessory Kit, with locking hooks, 12 pieces 0","Work Bench Accessory Kit, with locking hooks, 12 pieces 0",,HANDI,100.3,110.33,220.66,HANDI,EA,AC,HAFELE,792.15.071,4,1,0,0,0
AC-0000437,"HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0","HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0","HandiTRIM Indented Edge Cap, black, PVC, 96"" 0",,HANDI,5.11,5.621,11.242,HANDI,EA,AC,HAFELE,792.10.562,4,1,0,0,0
AC-0000438,"HandiTRIM Indented Edge Cap, black, PVC, 96"" 0","HandiTRIM Indented Edge Cap, black, PVC, 96"" 0","HandiTRIM Indented Edge Cap, gray, PVC, 96"" 0",,HANDI,5.11,5.621,11.242,HANDI,EA,AC,HAFELE,792.10.362,4,1,0,0,0
AC-0000440,"HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0","HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0","HandiTRIM Indented Edge Cap, taupe, PVC, 96"" 0",,HANDI,5.11,5.621,11.242,HANDI,EA,AC,HAFELE,792.10.662,4,1,0,0,0
AC-0000441,"HandiTRIM Indented Edge Cap, white, PVC, 96"" 0","HandiTRIM Indented Edge Cap, white, PVC, 96"" 0","HandiTRIM Indented Edge Cap, white, PVC, 96"" 0",,HANDI,5.11,5.621,11.242,HANDI,EA,AC,HAFELE,792.10.762,4,1,0,0,0
AC-0000442,"HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0","HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0","HandiTRIM Indented Edge Cap, silver, PVC, 96"" 0",,HANDI,5.11,5.621,11.242,HANDI,EA,AC,HAFELE,792.10.972,4,1,0,0,0
AC-0000443,"HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, black, PVC, 96"" 0",,HANDI,9.35,10.285,20.57,HANDI,EA,AC,HAFELE,792.11.302,4,1,0,0,0
AC-0000444,"HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0","HandiTRIM Inside/Outside Corner Molding, white, PVC, 96"" 0",,HANDI,9.35,10.285,20.57,HANDI,EA,AC,HAFELE,792.11.702,4,1,0,0,0
AC-0000445,"HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0","HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0","HandiACCESSORIES Basket, steel, 3"" x 12"" 0 0",,HANDI,10.92,12.012,24.024,HANDI,EA,AC,HAFELE,792.12.000,4,1,0,0,0
AC-0000446,"HandiACCESSORIES Basket, steel, 8"" x 12"" 0","HandiACCESSORIES Basket, steel, 8"" x 12"" 0","HandiACCESSORIES Basket, steel, 8"" x 12"" 0",,HANDI,15.79,17.369,34.738,HANDI,EA,AC,HAFELE,792.12.010,4,1,0,0,0
AC-0000447,"HandiACCESSORIES Basket, steel, 12"" x 18"" 0","HandiACCESSORIES Basket, steel, 12"" x 18"" 0","HandiACCESSORIES Basket, steel, 12"" x 18"" 0",,HANDI,23.57,25.927,51.854,HANDI,EA,AC,HAFELE,792.12.020,4,1,0,0,0
AC-0000448,"HandiACCESSORIES Basket, steel, 12"" x 24"" 0","HandiACCESSORIES Basket, steel, 12"" x 24"" 0","HandiACCESSORIES Basket, steel, 12"" x 24"" 0",,HANDI,26.71,29.381,58.762,HANDI,EA,AC,HAFELE,792.12.030,4,1,0,0,0
